Arrival_Date,Room_Category,Fare_Class,Actual_Showups,Total_Unconstrained_Demand,Simulated_Cancellations
2022-04-04,Other,Y1_High,3,4,1
2022-04-04,Other,Y2_Medium,5,8,3
2022-04-04,Other,Y3_Low,3,3,0
2022-04-04,Standard,Y1_High,2,2,0
2022-04-04,Standard,Y2_Medium,5,6,1
2022-04-04,Standard,Y3_Low,12,16,4
2022-04-04,Superior,Y1_High,1,1,0
2022-04-04,Superior,Y3_Low,1,1,0
2022-04-05,Family,Y1_High,3,3,0
2022-04-05,Family,Y2_Medium,3,4,1
2022-04-05,Other,Y1_High,2,2,0
2022-04-05,Other,Y2_Medium,5,8,3
2022-04-05,Standard,Y1_High,1,2,1
2022-04-05,Standard,Y2_Medium,2,4,2
2022-04-05,Standard,Y3_Low,8,12,4
2022-04-06,Family,Y1_High,1,1,0
2022-04-06,Family,Y3_Low,4,4,0
2022-04-06,Other,Y1_High,6,6,0
2022-04-06,Other,Y2_Medium,11,11,0
2022-04-06,Standard,Y1_High,3,3,0
2022-04-06,Standard,Y2_Medium,7,7,0
2022-04-06,Standard,Y3_Low,12,12,0
2022-04-06,Superior,Y2_Medium,1,2,1
2022-04-07,Other,Y1_High,3,3,0
2022-04-07,Other,Y2_Medium,4,5,1
2022-04-07,Standard,Y1_High,1,2,1
2022-04-07,Standard,Y2_Medium,6,11,5
2022-04-07,Standard,Y3_Low,10,13,3
2022-04-08,Family,Y3_Low,2,2,0
2022-04-08,Other,Y1_High,6,6,0
2022-04-08,Other,Y2_Medium,4,4,0
2022-04-08,Other,Y3_Low,1,2,1
2022-04-08,Standard,Y1_High,2,3,1
2022-04-08,Standard,Y2_Medium,9,13,4
2022-04-08,Standard,Y3_Low,8,8,0
2022-04-09,Family,Y1_High,1,1,0
2022-04-09,Family,Y3_Low,6,6,0
2022-04-09,Other,Y1_High,6,10,4
2022-04-09,Other,Y2_Medium,5,11,6
2022-04-09,Other,Y3_Low,2,2,0
2022-04-09,Standard,Y1_High,8,8,0
2022-04-09,Standard,Y2_Medium,11,11,0
2022-04-09,Standard,Y3_Low,10,11,1
2022-04-09,Superior,Y3_Low,1,2,1
2022-04-10,Family,Y3_Low,4,5,1
2022-04-10,Other,Y1_High,3,3,0
2022-04-10,Other,Y2_Medium,4,4,0
2022-04-10,Other,Y3_Low,1,1,0
2022-04-10,Standard,Y1_High,2,2,0
2022-04-10,Standard,Y2_Medium,8,8,0
2022-04-10,Standard,Y3_Low,14,22,8
2022-04-11,Family,Y1_High,2,4,2
2022-04-11,Family,Y2_Medium,1,1,0
2022-04-11,Family,Y3_Low,3,3,0
2022-04-11,Other,Y1_High,5,6,1
2022-04-11,Other,Y2_Medium,7,9,2
2022-04-11,Standard,Y1_High,7,8,1
2022-04-11,Standard,Y2_Medium,18,21,3
2022-04-11,Standard,Y3_Low,13,16,3
2022-04-11,Superior,Y1_High,1,1,0
2022-04-11,Superior,Y3_Low,3,3,0
2022-04-12,Family,Y1_High,1,2,1
2022-04-12,Family,Y3_Low,8,15,7
2022-04-12,Other,Y1_High,6,10,4
2022-04-12,Other,Y2_Medium,6,7,1
2022-04-12,Standard,Y1_High,2,2,0
2022-04-12,Standard,Y2_Medium,11,11,0
2022-04-12,Standard,Y3_Low,17,24,7
2022-04-12,Superior,Y2_Medium,1,1,0
2022-04-12,Superior,Y3_Low,2,2,0
2022-04-13,Family,Y1_High,2,4,2
2022-04-13,Family,Y2_Medium,2,3,1
2022-04-13,Family,Y3_Low,2,6,4
2022-04-13,Other,Y1_High,5,5,0
2022-04-13,Other,Y2_Medium,7,8,1
2022-04-13,Other,Y3_Low,4,4,0
2022-04-13,Standard,Y1_High,7,10,3
2022-04-13,Standard,Y2_Medium,12,15,3
2022-04-13,Standard,Y3_Low,11,15,4
2022-04-14,Family,Y1_High,3,5,2
2022-04-14,Family,Y2_Medium,2,4,2
2022-04-14,Family,Y3_Low,4,4,0
2022-04-14,Other,Y1_High,3,3,0
2022-04-14,Other,Y2_Medium,7,7,0
2022-04-14,Other,Y3_Low,5,5,0
2022-04-14,Standard,Y1_High,3,3,0
2022-04-14,Standard,Y2_Medium,16,16,0
2022-04-14,Standard,Y3_Low,11,11,0
2022-04-14,Superior,Y3_Low,1,1,0
2022-04-15,Family,Y1_High,1,1,0
2022-04-15,Family,Y2_Medium,4,6,2
2022-04-15,Family,Y3_Low,5,5,0
2022-04-15,Other,Y1_High,3,7,4
2022-04-15,Other,Y2_Medium,6,6,0
2022-04-15,Other,Y3_Low,1,1,0
2022-04-15,Standard,Y1_High,4,4,0
2022-04-15,Standard,Y2_Medium,15,21,6
2022-04-15,Standard,Y3_Low,21,21,0
2022-04-15,Superior,Y1_High,1,2,1
2022-04-15,Superior,Y3_Low,3,3,0
2022-04-16,Family,Y1_High,1,2,1
2022-04-16,Other,Y1_High,6,7,1
2022-04-16,Other,Y2_Medium,3,3,0
2022-04-16,Other,Y3_Low,2,2,0
2022-04-16,Standard,Y1_High,4,4,0
2022-04-16,Standard,Y2_Medium,29,29,0
2022-04-16,Standard,Y3_Low,18,21,3
2022-04-16,Superior,Y1_High,1,2,1
2022-04-17,Family,Y1_High,2,4,2
2022-04-17,Family,Y3_Low,2,4,2
2022-04-17,Other,Y1_High,3,3,0
2022-04-17,Other,Y2_Medium,4,4,0
2022-04-17,Other,Y3_Low,1,1,0
2022-04-17,Standard,Y1_High,4,4,0
2022-04-17,Standard,Y2_Medium,3,4,1
2022-04-17,Standard,Y3_Low,21,32,11
2022-04-18,Family,Y1_High,1,2,1
2022-04-18,Other,Y1_High,1,1,0
2022-04-18,Other,Y2_Medium,5,5,0
2022-04-18,Standard,Y1_High,6,9,3
2022-04-18,Standard,Y2_Medium,6,6,0
2022-04-18,Standard,Y3_Low,15,19,4
2022-04-19,Family,Y1_High,2,2,0
2022-04-19,Other,Y2_Medium,8,8,0
2022-04-19,Other,Y3_Low,1,1,0
2022-04-19,Standard,Y1_High,2,2,0
2022-04-19,Standard,Y2_Medium,5,5,0
2022-04-19,Standard,Y3_Low,10,15,5
2022-04-20,Family,Y3_Low,2,2,0
2022-04-20,Other,Y1_High,2,2,0
2022-04-20,Other,Y3_Low,3,3,0
2022-04-20,Standard,Y1_High,6,14,8
2022-04-20,Standard,Y2_Medium,4,4,0
2022-04-20,Standard,Y3_Low,12,17,5
2022-04-21,Family,Y2_Medium,1,2,1
2022-04-21,Other,Y1_High,4,6,2
2022-04-21,Other,Y2_Medium,6,6,0
2022-04-21,Other,Y3_Low,2,2,0
2022-04-21,Standard,Y1_High,2,2,0
2022-04-21,Standard,Y2_Medium,12,13,1
2022-04-21,Standard,Y3_Low,12,14,2
2022-04-22,Other,Y1_High,3,3,0
2022-04-22,Other,Y2_Medium,1,2,1
2022-04-22,Other,Y3_Low,1,1,0
2022-04-22,Standard,Y1_High,1,1,0
2022-04-22,Standard,Y2_Medium,12,15,3
2022-04-22,Standard,Y3_Low,21,29,8
2022-04-22,Superior,Y3_Low,1,1,0
2022-04-23,Family,Y1_High,1,1,0
2022-04-23,Family,Y2_Medium,1,1,0
2022-04-23,Family,Y3_Low,2,2,0
2022-04-23,Other,Y1_High,3,3,0
2022-04-23,Other,Y2_Medium,7,7,0
2022-04-23,Other,Y3_Low,3,7,4
2022-04-23,Standard,Y1_High,7,8,1
2022-04-23,Standard,Y2_Medium,17,17,0
2022-04-23,Standard,Y3_Low,17,29,12
2022-04-23,Superior,Y2_Medium,2,3,1
2022-04-23,Superior,Y3_Low,1,3,2
2022-04-24,Family,Y1_High,1,2,1
2022-04-24,Other,Y1_High,4,4,0
2022-04-24,Other,Y2_Medium,6,6,0
2022-04-24,Other,Y3_Low,11,12,1
2022-04-24,Standard,Y1_High,1,1,0
2022-04-24,Standard,Y2_Medium,11,24,13
2022-04-24,Standard,Y3_Low,16,16,0
2022-04-24,Superior,Y3_Low,3,3,0
2022-04-25,Other,Y1_High,7,12,5
2022-04-25,Other,Y2_Medium,3,7,4
2022-04-25,Other,Y3_Low,2,2,0
2022-04-25,Standard,Y1_High,8,9,1
2022-04-25,Standard,Y2_Medium,13,15,2
2022-04-25,Standard,Y3_Low,15,16,1
2022-04-25,Superior,Y3_Low,1,3,2
2022-04-26,Family,Y2_Medium,1,4,3
2022-04-26,Other,Y1_High,5,10,5
2022-04-26,Other,Y2_Medium,2,2,0
2022-04-26,Other,Y3_Low,3,3,0
2022-04-26,Standard,Y1_High,4,4,0
2022-04-26,Standard,Y2_Medium,14,14,0
2022-04-26,Standard,Y3_Low,12,18,6
2022-04-26,Superior,Y3_Low,1,1,0
2022-04-27,Other,Y1_High,3,5,2
2022-04-27,Other,Y2_Medium,1,1,0
2022-04-27,Other,Y3_Low,2,2,0
2022-04-27,Standard,Y1_High,5,9,4
2022-04-27,Standard,Y2_Medium,12,16,4
2022-04-27,Standard,Y3_Low,12,15,3
2022-04-27,Superior,Y3_Low,1,1,0
2022-04-28,Other,Y1_High,10,10,0
2022-04-28,Other,Y2_Medium,3,3,0
2022-04-28,Other,Y3_Low,5,5,0
2022-04-28,Standard,Y1_High,3,5,2
2022-04-28,Standard,Y2_Medium,5,5,0
2022-04-28,Standard,Y3_Low,7,7,0
2022-04-28,Suite,Y2_Medium,1,2,1
2022-04-28,Superior,Y1_High,1,1,0
2022-04-28,Superior,Y3_Low,1,1,0
2022-04-29,Family,Y3_Low,1,1,0
2022-04-29,Other,Y1_High,5,6,1
2022-04-29,Other,Y2_Medium,4,4,0
2022-04-29,Other,Y3_Low,4,4,0
2022-04-29,Standard,Y1_High,2,4,2
2022-04-29,Standard,Y2_Medium,4,5,1
2022-04-29,Standard,Y3_Low,16,16,0
2022-04-29,Superior,Y2_Medium,1,2,1
2022-04-29,Superior,Y3_Low,1,1,0
2022-04-30,Family,Y1_High,1,1,0
2022-04-30,Family,Y2_Medium,2,4,2
2022-04-30,Family,Y3_Low,1,2,1
2022-04-30,Other,Y1_High,6,6,0
2022-04-30,Other,Y2_Medium,4,6,2
2022-04-30,Other,Y3_Low,12,15,3
2022-04-30,Standard,Y1_High,3,3,0
2022-04-30,Standard,Y2_Medium,13,18,5
2022-04-30,Standard,Y3_Low,19,19,0
2022-04-30,Superior,Y3_Low,2,2,0
2022-05-01,Other,Y2_Medium,2,2,0
2022-05-01,Other,Y3_Low,9,10,1
2022-05-01,Standard,Y1_High,9,12,3
2022-05-01,Standard,Y2_Medium,4,7,3
2022-05-01,Standard,Y3_Low,18,23,5
2022-05-01,Superior,Y1_High,1,2,1
2022-05-02,Family,Y1_High,1,2,1
2022-05-02,Other,Y1_High,11,13,2
2022-05-02,Other,Y2_Medium,6,12,6
2022-05-02,Other,Y3_Low,26,37,11
2022-05-02,Standard,Y1_High,22,25,3
2022-05-02,Standard,Y2_Medium,5,5,0
2022-05-02,Standard,Y3_Low,54,70,16
2022-05-02,Superior,Y1_High,2,2,0
2022-05-03,Family,Y1_High,2,2,0
2022-05-03,Family,Y3_Low,1,1,0
2022-05-03,Other,Y1_High,12,18,6
2022-05-03,Other,Y2_Medium,6,6,0
2022-05-03,Other,Y3_Low,46,51,5
2022-05-03,Standard,Y1_High,36,49,13
2022-05-03,Standard,Y3_Low,56,61,5
2022-05-03,Superior,Y1_High,2,3,1
2022-05-04,Other,Y1_High,10,10,0
2022-05-04,Other,Y3_Low,5,10,5
2022-05-04,Standard,Y1_High,13,17,4
2022-05-04,Standard,Y2_Medium,2,2,0
2022-05-04,Standard,Y3_Low,20,20,0
2022-05-04,Superior,Y3_Low,1,2,1
2022-05-05,Family,Y2_Medium,2,2,0
2022-05-05,Family,Y3_Low,2,2,0
2022-05-05,Other,Y1_High,10,10,0
2022-05-05,Other,Y2_Medium,7,7,0
2022-05-05,Other,Y3_Low,17,18,1
2022-05-05,Standard,Y1_High,23,29,6
2022-05-05,Standard,Y2_Medium,6,10,4
2022-05-05,Standard,Y3_Low,22,22,0
2022-05-05,Superior,Y1_High,1,1,0
2022-05-05,Superior,Y3_Low,2,2,0
2022-05-06,Family,Y2_Medium,1,1,0
2022-05-06,Other,Y1_High,3,4,1
2022-05-06,Other,Y3_Low,8,8,0
2022-05-06,Standard,Y1_High,3,3,0
2022-05-06,Standard,Y2_Medium,6,12,6
2022-05-06,Standard,Y3_Low,32,32,0
2022-05-06,Superior,Y1_High,1,2,1
2022-05-07,Family,Y1_High,1,1,0
2022-05-07,Family,Y3_Low,2,4,2
2022-05-07,Other,Y1_High,5,7,2
2022-05-07,Other,Y2_Medium,5,5,0
2022-05-07,Other,Y3_Low,6,6,0
2022-05-07,Standard,Y1_High,11,11,0
2022-05-07,Standard,Y2_Medium,11,13,2
2022-05-07,Standard,Y3_Low,29,40,11
2022-05-07,Superior,Y1_High,2,2,0
2022-05-08,Family,Y2_Medium,1,3,2
2022-05-08,Family,Y3_Low,2,2,0
2022-05-08,Other,Y1_High,5,10,5
2022-05-08,Other,Y2_Medium,4,6,2
2022-05-08,Other,Y3_Low,13,13,0
2022-05-08,Standard,Y1_High,3,3,0
2022-05-08,Standard,Y2_Medium,16,26,10
2022-05-08,Standard,Y3_Low,29,29,0
2022-05-08,Superior,Y3_Low,1,1,0
2022-05-09,Other,Y1_High,3,5,2
2022-05-09,Other,Y3_Low,7,8,1
2022-05-09,Standard,Y1_High,7,9,2
2022-05-09,Standard,Y2_Medium,13,13,0
2022-05-09,Standard,Y3_Low,14,22,8
2022-05-10,Family,Y3_Low,4,4,0
2022-05-10,Other,Y1_High,4,9,5
2022-05-10,Other,Y2_Medium,2,2,0
2022-05-10,Other,Y3_Low,7,9,2
2022-05-10,Standard,Y1_High,3,3,0
2022-05-10,Standard,Y2_Medium,8,8,0
2022-05-10,Standard,Y3_Low,21,29,8
2022-05-10,Superior,Y3_Low,1,2,1
2022-05-11,Other,Y1_High,3,8,5
2022-05-11,Other,Y3_Low,6,13,7
2022-05-11,Standard,Y1_High,3,5,2
2022-05-11,Standard,Y2_Medium,6,8,2
2022-05-11,Standard,Y3_Low,16,22,6
2022-05-12,Other,Y1_High,1,2,1
2022-05-12,Other,Y3_Low,16,20,4
2022-05-12,Standard,Y1_High,4,7,3
2022-05-12,Standard,Y2_Medium,3,5,2
2022-05-12,Standard,Y3_Low,26,26,0
2022-05-13,Family,Y2_Medium,1,3,2
2022-05-13,Family,Y3_Low,3,5,2
2022-05-13,Other,Y1_High,3,3,0
2022-05-13,Other,Y2_Medium,12,14,2
2022-05-13,Other,Y3_Low,14,14,0
2022-05-13,Standard,Y1_High,5,6,1
2022-05-13,Standard,Y2_Medium,6,6,0
2022-05-13,Standard,Y3_Low,31,31,0
2022-05-13,Superior,Y1_High,1,1,0
2022-05-14,Family,Y2_Medium,1,4,3
2022-05-14,Other,Y1_High,1,1,0
2022-05-14,Other,Y2_Medium,3,3,0
2022-05-14,Other,Y3_Low,14,14,0
2022-05-14,Standard,Y1_High,2,2,0
2022-05-14,Standard,Y2_Medium,6,6,0
2022-05-14,Standard,Y3_Low,33,38,5
2022-05-15,Family,Y3_Low,2,2,0
2022-05-15,Other,Y1_High,4,4,0
2022-05-15,Other,Y2_Medium,3,3,0
2022-05-15,Other,Y3_Low,10,10,0
2022-05-15,Standard,Y1_High,3,3,0
2022-05-15,Standard,Y2_Medium,5,12,7
2022-05-15,Standard,Y3_Low,45,53,8
2022-05-16,Family,Y2_Medium,1,1,0
2022-05-16,Other,Y1_High,1,1,0
2022-05-16,Other,Y2_Medium,4,5,1
2022-05-16,Other,Y3_Low,3,3,0
2022-05-16,Standard,Y1_High,2,3,1
2022-05-16,Standard,Y2_Medium,16,19,3
2022-05-16,Standard,Y3_Low,20,26,6
2022-05-16,Superior,Y3_Low,2,2,0
2022-05-17,Other,Y1_High,1,1,0
2022-05-17,Other,Y3_Low,11,11,0
2022-05-17,Standard,Y1_High,3,3,0
2022-05-17,Standard,Y2_Medium,7,9,2
2022-05-17,Standard,Y3_Low,20,28,8
2022-05-17,Superior,Y3_Low,1,1,0
2022-05-18,Other,Y1_High,1,1,0
2022-05-18,Other,Y2_Medium,2,2,0
2022-05-18,Other,Y3_Low,5,5,0
2022-05-18,Standard,Y1_High,8,13,5
2022-05-18,Standard,Y2_Medium,3,3,0
2022-05-18,Standard,Y3_Low,17,18,1
2022-05-18,Superior,Y1_High,1,2,1
2022-05-19,Other,Y1_High,3,3,0
2022-05-19,Other,Y2_Medium,3,3,0
2022-05-19,Other,Y3_Low,5,5,0
2022-05-19,Standard,Y1_High,5,5,0
2022-05-19,Standard,Y2_Medium,4,4,0
2022-05-19,Standard,Y3_Low,19,21,2
2022-05-19,Superior,Y3_Low,1,1,0
2022-05-20,Family,Y3_Low,2,3,1
2022-05-20,Other,Y2_Medium,4,4,0
2022-05-20,Other,Y3_Low,9,14,5
2022-05-20,Standard,Y2_Medium,3,3,0
2022-05-20,Standard,Y3_Low,15,28,13
2022-05-20,Superior,Y3_Low,1,1,0
2022-05-21,Family,Y1_High,1,2,1
2022-05-21,Family,Y3_Low,4,7,3
2022-05-21,Other,Y1_High,1,4,3
2022-05-21,Other,Y2_Medium,4,4,0
2022-05-21,Other,Y3_Low,3,4,1
2022-05-21,Standard,Y1_High,2,2,0
2022-05-21,Standard,Y2_Medium,7,7,0
2022-05-21,Standard,Y3_Low,43,50,7
2022-05-21,Superior,Y3_Low,2,6,4
2022-05-22,Family,Y1_High,1,1,0
2022-05-22,Other,Y1_High,1,1,0
2022-05-22,Other,Y2_Medium,5,9,4
2022-05-22,Other,Y3_Low,8,9,1
2022-05-22,Standard,Y1_High,1,1,0
2022-05-22,Standard,Y2_Medium,5,5,0
2022-05-22,Standard,Y3_Low,34,47,13
2022-05-22,Superior,Y3_Low,1,2,1
2022-05-23,Family,Y1_High,2,2,0
2022-05-23,Family,Y3_Low,1,2,1
2022-05-23,Other,Y1_High,11,14,3
2022-05-23,Other,Y2_Medium,4,4,0
2022-05-23,Other,Y3_Low,14,18,4
2022-05-23,Standard,Y1_High,2,2,0
2022-05-23,Standard,Y2_Medium,6,7,1
2022-05-23,Standard,Y3_Low,23,25,2
2022-05-23,Superior,Y1_High,1,1,0
2022-05-23,Superior,Y3_Low,1,2,1
2022-05-24,Family,Y3_Low,3,4,1
2022-05-24,Other,Y1_High,1,2,1
2022-05-24,Other,Y2_Medium,3,3,0
2022-05-24,Other,Y3_Low,3,3,0
2022-05-24,Standard,Y1_High,2,2,0
2022-05-24,Standard,Y2_Medium,5,8,3
2022-05-24,Standard,Y3_Low,22,26,4
2022-05-25,Deluxe,Y3_Low,1,1,0
2022-05-25,Family,Y2_Medium,2,3,1
2022-05-25,Other,Y1_High,3,3,0
2022-05-25,Other,Y2_Medium,2,2,0
2022-05-25,Other,Y3_Low,7,10,3
2022-05-25,Standard,Y1_High,4,4,0
2022-05-25,Standard,Y2_Medium,10,10,0
2022-05-25,Standard,Y3_Low,25,25,0
2022-05-26,Other,Y2_Medium,21,30,9
2022-05-26,Other,Y3_Low,85,98,13
2022-05-26,Standard,Y1_High,2,3,1
2022-05-26,Standard,Y2_Medium,9,9,0
2022-05-26,Standard,Y3_Low,14,18,4
2022-05-27,Other,Y1_High,1,1,0
2022-05-27,Other,Y2_Medium,2,4,2
2022-05-27,Other,Y3_Low,19,23,4
2022-05-27,Standard,Y1_High,3,5,2
2022-05-27,Standard,Y2_Medium,4,4,0
2022-05-27,Standard,Y3_Low,20,20,0
2022-05-27,Suite,Y2_Medium,1,3,2
2022-05-28,Deluxe,Y3_Low,1,1,0
2022-05-28,Family,Y2_Medium,2,4,2
2022-05-28,Other,Y1_High,1,1,0
2022-05-28,Other,Y2_Medium,2,3,1
2022-05-28,Other,Y3_Low,2,3,1
2022-05-28,Standard,Y1_High,3,3,0
2022-05-28,Standard,Y2_Medium,8,8,0
2022-05-28,Standard,Y3_Low,58,72,14
2022-05-28,Superior,Y1_High,1,1,0
2022-05-29,Family,Y2_Medium,1,1,0
2022-05-29,Other,Y1_High,2,2,0
2022-05-29,Other,Y2_Medium,4,6,2
2022-05-29,Other,Y3_Low,1,1,0
2022-05-29,Standard,Y1_High,4,4,0
2022-05-29,Standard,Y2_Medium,13,13,0
2022-05-29,Standard,Y3_Low,48,58,10
2022-05-30,Family,Y3_Low,4,7,3
2022-05-30,Other,Y1_High,2,2,0
2022-05-30,Other,Y2_Medium,4,7,3
2022-05-30,Other,Y3_Low,6,6,0
2022-05-30,Standard,Y1_High,5,5,0
2022-05-30,Standard,Y2_Medium,10,12,2
2022-05-30,Standard,Y3_Low,38,50,12
2022-05-30,Superior,Y2_Medium,1,1,0
2022-05-30,Superior,Y3_Low,2,2,0
2022-05-31,Family,Y2_Medium,2,2,0
2022-05-31,Family,Y3_Low,1,1,0
2022-05-31,Other,Y1_High,2,2,0
2022-05-31,Other,Y2_Medium,3,5,2
2022-05-31,Standard,Y1_High,2,2,0
2022-05-31,Standard,Y2_Medium,11,17,6
2022-05-31,Standard,Y3_Low,29,40,11
2022-05-31,Superior,Y3_Low,1,1,0
2022-06-01,Other,Y3_Low,1,1,0
2022-06-01,Standard,Y1_High,4,4,0
2022-06-01,Standard,Y2_Medium,5,11,6
2022-06-01,Standard,Y3_Low,16,20,4
2022-06-02,Family,Y1_High,2,4,2
2022-06-02,Family,Y2_Medium,4,4,0
2022-06-02,Family,Y3_Low,1,2,1
2022-06-02,Other,Y2_Medium,5,5,0
2022-06-02,Other,Y3_Low,3,8,5
2022-06-02,Standard,Y1_High,9,10,1
2022-06-02,Standard,Y2_Medium,4,6,2
2022-06-02,Standard,Y3_Low,36,36,0
2022-06-02,Superior,Y3_Low,1,2,1
2022-06-03,Family,Y3_Low,2,4,2
2022-06-03,Other,Y1_High,2,2,0
2022-06-03,Other,Y2_Medium,1,1,0
2022-06-03,Other,Y3_Low,2,2,0
2022-06-03,Standard,Y1_High,2,3,1
2022-06-03,Standard,Y2_Medium,7,8,1
2022-06-03,Standard,Y3_Low,28,28,0
2022-06-03,Superior,Y1_High,1,2,1
2022-06-03,Superior,Y3_Low,1,1,0
2022-06-04,Family,Y3_Low,1,1,0
2022-06-04,Other,Y1_High,1,3,2
2022-06-04,Other,Y2_Medium,3,4,1
2022-06-04,Other,Y3_Low,7,7,0
2022-06-04,Standard,Y1_High,4,5,1
2022-06-04,Standard,Y2_Medium,7,8,1
2022-06-04,Standard,Y3_Low,39,43,4
2022-06-04,Superior,Y1_High,1,1,0
2022-06-04,Superior,Y3_Low,2,5,3
2022-06-05,Deluxe,Y1_High,1,1,0
2022-06-05,Deluxe,Y2_Medium,1,1,0
2022-06-05,Family,Y2_Medium,1,1,0
2022-06-05,Family,Y3_Low,2,2,0
2022-06-05,Other,Y2_Medium,2,2,0
2022-06-05,Other,Y3_Low,2,2,0
2022-06-05,Standard,Y1_High,6,11,5
2022-06-05,Standard,Y2_Medium,6,10,4
2022-06-05,Standard,Y3_Low,49,56,7
2022-06-05,Superior,Y3_Low,5,5,0
2022-06-06,Deluxe,Y3_Low,1,1,0
2022-06-06,Family,Y2_Medium,2,2,0
2022-06-06,Other,Y1_High,1,1,0
2022-06-06,Other,Y2_Medium,4,4,0
2022-06-06,Other,Y3_Low,1,2,1
2022-06-06,Standard,Y1_High,3,3,0
2022-06-06,Standard,Y2_Medium,11,17,6
2022-06-06,Standard,Y3_Low,16,22,6
2022-06-07,Family,Y1_High,1,1,0
2022-06-07,Family,Y2_Medium,4,5,1
2022-06-07,Family,Y3_Low,8,11,3
2022-06-07,Other,Y1_High,2,2,0
2022-06-07,Other,Y2_Medium,4,4,0
2022-06-07,Other,Y3_Low,23,27,4
2022-06-07,Standard,Y1_High,4,5,1
2022-06-07,Standard,Y2_Medium,10,17,7
2022-06-07,Standard,Y3_Low,29,32,3
2022-06-07,Superior,Y1_High,1,1,0
2022-06-07,Superior,Y3_Low,1,1,0
2022-06-08,Deluxe,Y3_Low,1,4,3
2022-06-08,Family,Y2_Medium,4,5,1
2022-06-08,Other,Y2_Medium,2,2,0
2022-06-08,Other,Y3_Low,5,5,0
2022-06-08,Standard,Y1_High,3,4,1
2022-06-08,Standard,Y2_Medium,2,3,1
2022-06-08,Standard,Y3_Low,20,20,0
2022-06-08,Superior,Y3_Low,2,2,0
2022-06-09,Family,Y2_Medium,2,4,2
2022-06-09,Other,Y2_Medium,2,4,2
2022-06-09,Other,Y3_Low,8,9,1
2022-06-09,Standard,Y1_High,4,5,1
2022-06-09,Standard,Y2_Medium,14,21,7
2022-06-09,Standard,Y3_Low,34,34,0
2022-06-09,Superior,Y3_Low,1,1,0
2022-06-10,Other,Y2_Medium,2,2,0
2022-06-10,Other,Y3_Low,24,30,6
2022-06-10,Standard,Y1_High,13,14,1
2022-06-10,Standard,Y2_Medium,4,4,0
2022-06-10,Standard,Y3_Low,47,52,5
2022-06-10,Superior,Y3_Low,1,2,1
2022-06-11,Other,Y2_Medium,6,10,4
2022-06-11,Other,Y3_Low,2,3,1
2022-06-11,Standard,Y1_High,13,17,4
2022-06-11,Standard,Y2_Medium,7,7,0
2022-06-11,Standard,Y3_Low,39,44,5
2022-06-11,Superior,Y2_Medium,2,3,1
2022-06-11,Superior,Y3_Low,1,1,0
2022-06-12,Other,Y1_High,1,1,0
2022-06-12,Other,Y2_Medium,7,7,0
2022-06-12,Other,Y3_Low,4,4,0
2022-06-12,Standard,Y1_High,3,3,0
2022-06-12,Standard,Y2_Medium,7,7,0
2022-06-12,Standard,Y3_Low,34,54,20
2022-06-12,Superior,Y3_Low,2,2,0
2022-06-13,Family,Y2_Medium,1,1,0
2022-06-13,Other,Y1_High,2,3,1
2022-06-13,Other,Y2_Medium,1,1,0
2022-06-13,Other,Y3_Low,5,5,0
2022-06-13,Standard,Y1_High,8,8,0
2022-06-13,Standard,Y2_Medium,17,28,11
2022-06-13,Standard,Y3_Low,22,22,0
2022-06-14,Family,Y2_Medium,2,5,3
2022-06-14,Other,Y1_High,4,5,1
2022-06-14,Other,Y2_Medium,5,8,3
2022-06-14,Other,Y3_Low,1,1,0
2022-06-14,Standard,Y1_High,4,5,1
2022-06-14,Standard,Y2_Medium,7,10,3
2022-06-14,Standard,Y3_Low,49,54,5
2022-06-15,Family,Y1_High,1,1,0
2022-06-15,Family,Y2_Medium,1,1,0
2022-06-15,Family,Y3_Low,2,2,0
2022-06-15,Other,Y1_High,1,1,0
2022-06-15,Other,Y2_Medium,2,3,1
2022-06-15,Other,Y3_Low,2,5,3
2022-06-15,Standard,Y1_High,3,3,0
2022-06-15,Standard,Y2_Medium,6,6,0
2022-06-15,Standard,Y3_Low,32,38,6
2022-06-16,Deluxe,Y3_Low,2,2,0
2022-06-16,Family,Y2_Medium,1,2,1
2022-06-16,Other,Y1_High,1,1,0
2022-06-16,Other,Y2_Medium,1,2,1
2022-06-16,Other,Y3_Low,6,7,1
2022-06-16,Standard,Y1_High,9,14,5
2022-06-16,Standard,Y2_Medium,6,7,1
2022-06-16,Standard,Y3_Low,31,37,6
2022-06-16,Suite,Y3_Low,4,4,0
2022-06-16,Superior,Y2_Medium,1,1,0
2022-06-17,Family,Y2_Medium,1,1,0
2022-06-17,Other,Y1_High,1,1,0
2022-06-17,Other,Y2_Medium,4,4,0
2022-06-17,Other,Y3_Low,6,7,1
2022-06-17,Standard,Y1_High,5,8,3
2022-06-17,Standard,Y2_Medium,15,15,0
2022-06-17,Standard,Y3_Low,58,58,0
2022-06-17,Superior,Y3_Low,1,2,1
2022-06-18,Family,Y3_Low,2,3,1
2022-06-18,Other,Y1_High,1,1,0
2022-06-18,Other,Y2_Medium,2,6,4
2022-06-18,Other,Y3_Low,10,21,11
2022-06-18,Standard,Y1_High,9,9,0
2022-06-18,Standard,Y2_Medium,15,21,6
2022-06-18,Standard,Y3_Low,42,43,1
2022-06-18,Suite,Y3_Low,1,1,0
2022-06-18,Superior,Y1_High,1,2,1
